,Season,Salary
0,1998-99,430000
1,2005-06,450000
2,2006-07,1250000
3,2007-08,1250000
4,2008-09,3000000
5,2009-10,3000000
6,2010-11,1600000
7,2011-12,2100000
8,2012-13,731707
