,Season,Salary
0,2010-11,850000
1,2011-12,3250000
2,2012-13,1317073
3,2013-14,2500000
4,2014-15,6500000
5,2015-16,6500000
6,2016-17,6000000
7,2017-18,6000000
8,2018-19,6000000
9,2019-20,5000000
