,Season,Salary
0,2000-01,475000
1,2001-02,575000
2,2002-03,3525000
3,2003-04,3625000
4,2005-06,3363000
5,2006-07,5000000
6,2007-08,5000000
7,2008-09,5500000
8,2009-10,6000000
9,2012-13,1609756
10,2013-14,3250000
11,2014-15,1550000
