,Season,Salary
0,2009-10,850000
1,2010-11,1000000
2,2011-12,1300000
3,2012-13,1902439
4,2013-14,3500000
5,2014-15,3750000
6,2015-16,4250000
7,2016-17,4750000
8,2017-18,1300000
9,2018-19,1300000
