,Season,Salary
0,1996-97,225000
1,1997-98,425000
2,1998-99,475000
3,1999-00,525000
4,2001-02,500000
5,2002-03,600000
6,2003-04,2200000
7,2005-06,1672000
8,2006-07,4500000
9,2007-08,3500000
10,2008-09,3000000
11,2009-10,2000000
12,2010-11,3000000
13,2011-12,3000000
