,Season,Salary
0,2007-08,850000
1,2008-09,1300000
2,2009-10,1300000
3,2010-11,4500000
4,2011-12,4500000
5,2012-13,2634146
6,2013-14,4500000
7,2014-15,4500000
8,2015-16,4500000
