,Season,Salary
0,1990-91,120000
1,1991-92,925000
2,1992-93,800000
3,1993-94,1275000
4,1994-95,828571
5,1995-96,2750000
6,1996-97,2750000
7,1997-98,3112223
8,1998-99,3250000
9,1999-00,3500000
10,2000-01,5500000
11,2001-02,6000000
12,2002-03,6500000
13,2003-04,7000000
14,2005-06,4560000
15,2006-07,750000
