,Season,Salary
0,1992-93,120000
1,1995-96,350000
2,1996-97,450000
3,1997-98,750000
4,1998-99,850000
5,1999-00,3100000
6,2000-01,3150000
7,2001-02,3400000
8,2003-04,3500000
