,Season,Salary
0,1992-93,235000
1,1993-94,170000
2,1994-95,117143
3,1995-96,225000
4,1996-97,750000
5,1997-98,1600000
6,1998-99,1900000
7,1999-00,2200000
8,2000-01,3500000
9,2001-02,3750000
10,2002-03,4000000
11,2003-04,3000000
12,2005-06,900000
13,2006-07,900000
14,2007-08,800000
15,2008-09,1700000
16,2009-10,1450000
17,2010-11,1100000
