,Season,Salary
0,2010-11,765000
1,2011-12,975000
2,2012-13,892683
3,2013-14,2400000
4,2014-15,3400000
5,2015-16,4150000
6,2016-17,4150000
7,2017-18,2750000
8,2018-19,3250000
9,2019-20,3250000
