,Season,Salary
0,1996-97,425000
1,1997-98,400000
2,1999-00,625000
3,2000-01,625000
4,2001-02,1250000
5,2002-03,1507500
6,2003-04,2350000
7,2005-06,1900000
8,2006-07,2000000
9,2007-08,675000
10,2008-09,700000
