,Season,Salary
0,1992-93,210000
1,1993-94,500000
2,1994-95,391429
3,1995-96,955000
4,1996-97,400000
5,1997-98,775000
6,1998-99,550000
7,1999-00,1500000
8,2000-01,2100000
9,2001-02,2300000
10,2002-03,2500000
11,2003-04,2700000
