,Season,Salary
0,1994-95,135943
1,1995-96,350000
2,1996-97,910000
3,1997-98,1100000
4,1998-99,1250000
5,2001-02,3500000
6,2002-03,3873439
7,2003-04,4434579
8,2005-06,6750000
9,2006-07,6750000
10,2007-08,6750000
11,2008-09,6750000
12,2009-10,3750000
13,2010-11,3750000
14,2011-12,3750000
15,2012-13,2195122
16,2013-14,1700000
