,Season,Salary
0,1989-90,350000
1,1990-91,375000
2,1991-92,375000
3,1992-93,1150000
4,1993-94,950000
5,1994-95,542857
6,1995-96,2185000
7,1996-97,2200000
8,1997-98,2200000
9,1998-99,3500000
10,1999-00,4289756
11,2000-01,3500000
12,2001-02,500000
