	index	player	unique_id	year_start	year_finish	position	link
1100	1841	Jesper Fast	fastje01	2014	2020	F	https://www.hockey-reference.com/players/f/fastje01.html
1101	1842	Viktor Fasth	fasthvi01	2013	2015	G	https://www.hockey-reference.com/players/f/fasthvi01.html
1102	1843	Drew Fata	fatadr01	2007	2008	D	https://www.hockey-reference.com/players/f/fatadr01.html
1103	1844	Rico Fata	fatari01	1999	2007	F	https://www.hockey-reference.com/players/f/fatari01.html
1104	1846	Justin Faulk	faulkju01	2012	2020	D	https://www.hockey-reference.com/players/f/faulkju01.html
1105	1849	Andre Faust	faustan01	1993	1994	F	https://www.hockey-reference.com/players/f/faustan01.html
1106	1851	Mark Fayne	faynema01	2011	2017	D	https://www.hockey-reference.com/players/f/faynema01.html
1107	1853	Glen Featherstone	feathgl01	1989	1997	D	https://www.hockey-reference.com/players/f/feathgl01.html
1108	1855	Bernie Federko	federbe01	1977	1990	F	https://www.hockey-reference.com/players/f/federbe01.html
1109	1856	Fedor Fedorov	fedorfe01	2003	2006	F	https://www.hockey-reference.com/players/f/fedorfe01.html
1110	1857	Sergei Fedorov	fedorse01	1991	2009	F	https://www.hockey-reference.com/players/f/fedorse01.html
1111	1858	Todd Fedoruk	fedorto01	2001	2010	F	https://www.hockey-reference.com/players/f/fedorto01.html
1112	1859	Ruslan Fedotenko	fedotru01	2001	2013	F	https://www.hockey-reference.com/players/f/fedotru01.html
1113	1860	Anatoli Fedotov	fedotan01	1993	1994	D	https://www.hockey-reference.com/players/f/fedotan01.html
1114	1861	Taylor Fedun	fedunta01	2014	2020	D	https://www.hockey-reference.com/players/f/fedunta01.html
1115	1862	Brent Fedyk	fedykbr01	1988	1999	F	https://www.hockey-reference.com/players/f/fedykbr01.html
1116	1863	Martin Fehervary	feherma01	2020	2020	D	https://www.hockey-reference.com/players/f/feherma01.html
1117	1864	Eric Fehr	fehrer01	2006	2019	F	https://www.hockey-reference.com/players/f/fehrer01.html
1118	1865	Chris Felix	felixch01	1989	1991	D	https://www.hockey-reference.com/players/f/felixch01.html
1119	1866	Brian Felsner	felsnbr01	1998	1998	F	https://www.hockey-reference.com/players/f/felsnbr01.html
1120	1867	Denny Felsner	felsnde01	1992	1995	F	https://www.hockey-reference.com/players/f/felsnde01.html
1121	1869	Paul Fenton	fentopa01	1985	1992	F	https://www.hockey-reference.com/players/f/fentopa01.html
1122	1870	David Fenyves	fenyvda01	1983	1991	D	https://www.hockey-reference.com/players/f/fenyvda01.html
1123	1871	Andrew Ference	ferenan01	2000	2016	D	https://www.hockey-reference.com/players/f/ferenan01.html
1124	1872	Brad Ference	ferenbr01	2000	2007	D	https://www.hockey-reference.com/players/f/ferenbr01.html
1125	1873	Tom Fergus	ferguto01	1982	1993	F	https://www.hockey-reference.com/players/f/ferguto01.html
1126	1874	Craig Ferguson	fergucr01	1994	2000	F	https://www.hockey-reference.com/players/f/fergucr01.html
1127	1875	Dylan Ferguson	fergudy01	2018	2018	G	https://www.hockey-reference.com/players/f/fergudy01.html
1128	1880	Scott Ferguson	fergusc01	1998	2006	D	https://www.hockey-reference.com/players/f/fergusc01.html
1129	1881	Jonathan Ferland	ferlajo01	2006	2006	F	https://www.hockey-reference.com/players/f/ferlajo01.html
1130	1882	Micheal Ferland	ferlami01	2015	2020	F	https://www.hockey-reference.com/players/f/ferlami01.html
1131	1883	Brian Ferlin	ferlibr01	2015	2015	F	https://www.hockey-reference.com/players/f/ferlibr01.html
1132	1884	Manny Fernandez	fernama01	1995	2009	G	https://www.hockey-reference.com/players/f/fernama01.html
1133	1885	Mark Ferner	fernema01	1987	1995	D	https://www.hockey-reference.com/players/f/fernema01.html
1134	1886	Chris Ferraro	ferrach01	1996	2002	F	https://www.hockey-reference.com/players/f/ferrach01.html
1135	1887	Landon Ferraro	ferrala01	2014	2018	F	https://www.hockey-reference.com/players/f/ferrala01.html
1136	1888	Mario Ferraro	ferrama01	2020	2020	D	https://www.hockey-reference.com/players/f/ferrama01.html
1137	1889	Peter Ferraro	ferrape01	1996	2002	F	https://www.hockey-reference.com/players/f/ferrape01.html
1138	1890	Ray Ferraro	ferrara01	1985	2002	F	https://www.hockey-reference.com/players/f/ferrara01.html
1139	1891	Benn Ferriero	ferribe01	2010	2014	F	https://www.hockey-reference.com/players/f/ferribe01.html
1140	1892	Brett Festerling	festebr01	2009	2012	D	https://www.hockey-reference.com/players/f/festebr01.html
1141	1893	Viacheslav Fetisov	fetisvi01	1990	1998	D	https://www.hockey-reference.com/players/f/fetisvi01.html
1142	1894	Kevin Fiala	fialake01	2015	2020	F	https://www.hockey-reference.com/players/f/fialake01.html
1143	1895	Jesse Fibiger	fibigje01	2003	2003	D	https://www.hockey-reference.com/players/f/fibigje01.html
1144	1896	Eric Fichaud	fichaer01	1996	2001	G	https://www.hockey-reference.com/players/f/fichaer01.html
1145	1897	Vernon Fiddler	fiddlve01	2003	2017	F	https://www.hockey-reference.com/players/f/fiddlve01.html
1146	1901	Nikita Filatov	filatni01	2009	2012	F	https://www.hockey-reference.com/players/f/filatni01.html
1147	1902	Jonathan Filewich	filewjo01	2008	2008	F	https://www.hockey-reference.com/players/f/filewjo01.html
1148	1903	Dmitri Filimonov	filimdm01	1994	1994	D	https://www.hockey-reference.com/players/f/filimdm01.html
1149	1907	Valtteri Filppula	filppva01	2006	2020	F	https://www.hockey-reference.com/players/f/filppva01.html
1150	1908	Jeff Finger	fingeje01	2007	2010	D	https://www.hockey-reference.com/players/f/fingeje01.html
1151	1910	Brian Finley	finlebr01	2003	2007	G	https://www.hockey-reference.com/players/f/finlebr01.html
1152	1911	Jeff Finley	finleje01	1988	2004	D	https://www.hockey-reference.com/players/f/finleje01.html
1153	1912	Joe Finley	finlejo01	2012	2013	D	https://www.hockey-reference.com/players/f/finlejo01.html
1154	1913	Steven Finn	finnst01	1986	1997	D	https://www.hockey-reference.com/players/f/finnst01.html
1155	1917	Giovanni Fiore	fioregi01	2018	2018	F	https://www.hockey-reference.com/players/f/fioregi01.html
1156	1918	Peter Fiorentino	fiorepe01	1992	1992	D	https://www.hockey-reference.com/players/f/fiorepe01.html
1157	1919	Christian Fischer	fischch01	2017	2020	F	https://www.hockey-reference.com/players/f/fischch01.html
1158	1920	Jiri Fischer	fischji01	2000	2006	D	https://www.hockey-reference.com/players/f/fischji01.html
1159	1921	Patrick Fischer	fischpa01	2007	2007	F	https://www.hockey-reference.com/players/f/fischpa01.html
1160	1923	Stephane Fiset	fisetst01	1990	2002	G	https://www.hockey-reference.com/players/f/fisetst01.html
1161	1925	Craig Fisher	fishecr01	1990	1997	F	https://www.hockey-reference.com/players/f/fishecr01.html
1162	1928	Mike Fisher	fishemi01	2000	2018	F	https://www.hockey-reference.com/players/f/fishemi01.html
1163	1929	Mark Fistric	fistrma01	2008	2015	D	https://www.hockey-reference.com/players/f/fistrma01.html
1164	1931	Rusty Fitzgerald	fitzgru01	1995	1996	F	https://www.hockey-reference.com/players/f/fitzgru01.html
1165	1932	Tom Fitzgerald	fitzgto01	1989	2006	F	https://www.hockey-reference.com/players/f/fitzgto01.html
1166	1933	Zack Fitzgerald	fitzgza01	2008	2008	D	https://www.hockey-reference.com/players/f/fitzgza01.html
1167	1934	Mark Fitzpatrick	fitzpma01	1989	2000	G	https://www.hockey-reference.com/players/f/fitzpma01.html
1168	1935	Rory Fitzpatrick	fitzpro02	1996	2008	D	https://www.hockey-reference.com/players/f/fitzpro02.html
1169	1938	Wade Flaherty	flahewa01	1992	2003	G	https://www.hockey-reference.com/players/f/flahewa01.html
1170	1940	Pat Flatley	flatlpa01	1984	1997	F	https://www.hockey-reference.com/players/f/flatlpa01.html
1171	1941	Tomas Fleischmann	fleisto01	2006	2016	F	https://www.hockey-reference.com/players/f/fleisto01.html
1172	1942	Gerry Fleming	flemige01	1994	1995	F	https://www.hockey-reference.com/players/f/flemige01.html
1173	1947	Cale Fleury	fleurca01	2020	2020	D	https://www.hockey-reference.com/players/f/fleurca01.html
1174	1948	Haydn Fleury	fleurha01	2018	2020	D	https://www.hockey-reference.com/players/f/fleurha01.html
1175	1949	Marc-Andre Fleury	fleurma01	2004	2020	G	https://www.hockey-reference.com/players/f/fleurma01.html
1176	1950	Theoren Fleury	fleurth01	1989	2003	F	https://www.hockey-reference.com/players/f/fleurth01.html
1177	1951	Todd Flichel	flichto01	1988	1990	D	https://www.hockey-reference.com/players/f/flichto01.html
1178	1952	Ryan Flinn	flinnry01	2002	2006	F	https://www.hockey-reference.com/players/f/flinnry01.html
1179	1955	Mark Flood	floodma01	2010	2012	D	https://www.hockey-reference.com/players/f/floodma01.html
1180	1956	Justin Florek	floreju01	2014	2014	F	https://www.hockey-reference.com/players/f/floreju01.html
1181	1958	Brian Flynn	flynnbr01	2013	2017	F	https://www.hockey-reference.com/players/f/flynnbr01.html
1182	1959	Dan Focht	fochtda01	2002	2004	D	https://www.hockey-reference.com/players/f/fochtda01.html
1183	1960	Warren Foegele	foegewa01	2018	2020	F	https://www.hockey-reference.com/players/f/foegewa01.html
1184	1961	Bryan Fogarty	fogarbr01	1990	1995	D	https://www.hockey-reference.com/players/f/fogarbr01.html
1185	1962	Steven Fogarty	fogarst01	2018	2020	F	https://www.hockey-reference.com/players/f/fogarst01.html
1186	1968	Marcus Foligno	foligma01	2012	2020	F	https://www.hockey-reference.com/players/f/foligma01.html
1187	1969	Mike Foligno	foligmi01	1980	1994	F	https://www.hockey-reference.com/players/f/foligmi01.html
1188	1970	Nick Foligno	foligni01	2008	2020	F	https://www.hockey-reference.com/players/f/foligni01.html
1189	1971	Christian Folin	folinch01	2014	2020	D	https://www.hockey-reference.com/players/f/folinch01.html
1190	1973	Justin Fontaine	fontaju01	2014	2016	F	https://www.hockey-reference.com/players/f/fontaju01.html
1191	1978	Spencer Foo	foosp01	2018	2018	F	https://www.hockey-reference.com/players/f/foosp01.html
1192	1979	Adam Foote	footead01	1992	2011	D	https://www.hockey-reference.com/players/f/footead01.html
1193	1980	Colin Forbes	forbeco01	1997	2006	F	https://www.hockey-reference.com/players/f/forbeco01.html
1194	1984	Derek Forbort	forbode01	2016	2020	D	https://www.hockey-reference.com/players/f/forbode01.html
1195	1987	Alex Formenton	formeal01	2018	2019	F	https://www.hockey-reference.com/players/f/formeal01.html
1196	1988	Jakob Forsbacka Karlsson	forsbja01	2017	2019	F	https://www.hockey-reference.com/players/f/forsbja01.html
1197	1989	Anton Forsberg	forsban01	2015	2020	G	https://www.hockey-reference.com/players/f/forsban01.html
1198	1990	Filip Forsberg	forsbfi01	2013	2020	F	https://www.hockey-reference.com/players/f/forsbfi01.html
1199	1991	Peter Forsberg	forsbpe01	1995	2011	F	https://www.hockey-reference.com/players/f/forsbpe01.html
1200	1993	Gustav Forsling	forslgu02	2017	2019	D	https://www.hockey-reference.com/players/f/forslgu02.html
1201	1995	Tomas Forslund	forslto01	1992	1993	F	https://www.hockey-reference.com/players/f/forslto01.html
1202	1998	Marc Fortier	fortima01	1988	1993	F	https://www.hockey-reference.com/players/f/fortima01.html
1203	1999	Alexandre Fortin	fortial01	2019	2019	F	https://www.hockey-reference.com/players/f/fortial01.html
1204	2000	Jean-Francois Fortin	fortije01	2002	2004	D	https://www.hockey-reference.com/players/f/fortije01.html
1205	2002	Maxime Fortunus	fortuma01	2010	2014	D	https://www.hockey-reference.com/players/f/fortuma01.html
1206	2003	Alex Foster	fosteal01	2008	2008	F	https://www.hockey-reference.com/players/f/fosteal01.html
1207	2004	Brian Foster	fostebr01	2012	2012	G	https://www.hockey-reference.com/players/f/fostebr01.html
1208	2005	Corey Foster	fosteco01	1989	1997	D	https://www.hockey-reference.com/players/f/fosteco01.html
1209	2008	Kurtis Foster	fosteku01	2003	2013	D	https://www.hockey-reference.com/players/f/fosteku01.html
1210	2009	Norm Foster	fosteno01	1991	1992	G	https://www.hockey-reference.com/players/f/fosteno01.html
1211	2010	Scott Foster	fostesc01	2018	2018	G	https://www.hockey-reference.com/players/f/fostesc01.html
1212	2013	Kris Foucault	foucakr01	2012	2012	F	https://www.hockey-reference.com/players/f/foucakr01.html
1213	2014	Liam Foudy	foudyli01	2020	2020	F	https://www.hockey-reference.com/players/f/foudyli01.html
1214	2015	Mike Fountain	fountmi01	1997	2001	G	https://www.hockey-reference.com/players/f/fountmi01.html
1215	2016	Cam Fowler	fowleca01	2011	2020	D	https://www.hockey-reference.com/players/f/fowleca01.html
1216	2020	Adam Fox	foxad01	2020	2020	D	https://www.hockey-reference.com/players/f/foxad01.html
1217	2022	Jim Fox	foxji01	1981	1990	F	https://www.hockey-reference.com/players/f/foxji01.html
1218	2023	Matt Foy	foyma01	2006	2008	F	https://www.hockey-reference.com/players/f/foyma01.html
1219	2026	Lou Franceschetti	franclo01	1982	1992	F	https://www.hockey-reference.com/players/f/franclo01.html
1220	2029	Ron Francis	francro01	1982	2004	F	https://www.hockey-reference.com/players/f/francro01.html
1221	2030	Pavel Francouz	francpa01	2019	2020	G	https://www.hockey-reference.com/players/f/francpa01.html
1222	2032	Cody Franson	fransco01	2010	2018	D	https://www.hockey-reference.com/players/f/fransco01.html
1223	2033	Johan Franzen	franzjo01	2006	2016	F	https://www.hockey-reference.com/players/f/franzjo01.html
1224	2036	Colin Fraser	fraseco01	2007	2015	F	https://www.hockey-reference.com/players/f/fraseco01.html
1225	2037	Curt Fraser	frasecu01	1979	1990	F	https://www.hockey-reference.com/players/f/frasecu01.html
1226	2040	Iain Fraser	fraseia01	1993	1997	F	https://www.hockey-reference.com/players/f/fraseia01.html
1227	2041	Jamie Fraser	fraseja01	2009	2009	D	https://www.hockey-reference.com/players/f/fraseja01.html
1228	2042	Mark Fraser	frasema01	2007	2015	D	https://www.hockey-reference.com/players/f/frasema01.html
1229	2043	Matt Fraser	frasema02	2012	2015	F	https://www.hockey-reference.com/players/f/frasema02.html
1230	2044	Scott Fraser	frasesc01	1996	1999	F	https://www.hockey-reference.com/players/f/frasesc01.html
1231	2045	Matt Frattin	frattma01	2011	2015	F	https://www.hockey-reference.com/players/f/frattma01.html
1232	2047	Jeff Frazee	frazeje01	2013	2013	G	https://www.hockey-reference.com/players/f/frazeje01.html
1233	2048	Kyle Freadrich	freadky01	2000	2001	F	https://www.hockey-reference.com/players/f/freadky01.html
1234	2049	Trent Frederic	fredetr01	2019	2020	F	https://www.hockey-reference.com/players/f/fredetr01.html
1235	2051	Kris Fredheim	fredhkr01	2012	2012	D	https://www.hockey-reference.com/players/f/fredhkr01.html
1236	2053	Mark Freer	freerma01	1987	1994	F	https://www.hockey-reference.com/players/f/freerma01.html
1237	2055	Max Friberg	fribema01	2015	2016	F	https://www.hockey-reference.com/players/f/fribema01.html
1238	2058	Doug Friedman	frieddo01	1998	1999	F	https://www.hockey-reference.com/players/f/frieddo01.html
1239	2059	Mark Friedman	friedma01	2019	2020	D	https://www.hockey-reference.com/players/f/friedma01.html
1240	2060	Alex Friesen	friesal01	2016	2016	F	https://www.hockey-reference.com/players/f/friesal01.html
1241	2061	Jeff Friesen	friesje01	1995	2007	F	https://www.hockey-reference.com/players/f/friesje01.html
1242	2065	Trevor Frischmon	frisctr01	2010	2010	F	https://www.hockey-reference.com/players/f/frisctr01.html
1243	2066	Jamie Fritsch	fritsja01	2009	2009	D	https://www.hockey-reference.com/players/f/fritsja01.html
1244	2067	Dan Fritsche	fritsda01	2004	2009	F	https://www.hockey-reference.com/players/f/fritsda01.html
1245	2068	Mitch Fritz	fritzmi01	2009	2009	F	https://www.hockey-reference.com/players/f/fritzmi01.html
1246	2069	Tanner Fritz	fritzta01	2018	2019	F	https://www.hockey-reference.com/players/f/fritzta01.html
1247	2070	Martin Frk	frkma01	2017	2020	F	https://www.hockey-reference.com/players/f/frkma01.html
1248	2071	Bob Froese	froesbo01	1983	1990	G	https://www.hockey-reference.com/players/f/froesbo01.html
1249	2072	Byron Froese	froesby01	2016	2018	F	https://www.hockey-reference.com/players/f/froesby01.html
1250	2073	Jonas Frogren	frogrjo01	2009	2009	D	https://www.hockey-reference.com/players/f/frogrjo01.html
1251	2074	Michael Frolik	frolimi01	2009	2020	F	https://www.hockey-reference.com/players/f/frolimi01.html
1252	2075	Alex Frolov	froloal01	2003	2011	F	https://www.hockey-reference.com/players/f/froloal01.html
1253	2077	Morgan Frost	frostmo01	2020	2020	F	https://www.hockey-reference.com/players/f/frostmo01.html
1254	2081	Grant Fuhr	fuhrgr01	1982	2000	G	https://www.hockey-reference.com/players/f/fuhrgr01.html
1255	2082	Yutaka Fukufuji	fukufyu01	2007	2007	G	https://www.hockey-reference.com/players/f/fukufyu01.html
1256	2083	Kaden Fulcher	fulchka01	2019	2019	G	https://www.hockey-reference.com/players/f/fulchka01.html
1257	2085	Michael Funk	funkmi01	2007	2008	D	https://www.hockey-reference.com/players/f/funkmi01.html
1258	2087	Owen Fussey	fusseow01	2004	2004	F	https://www.hockey-reference.com/players/f/fusseow01.html
1259	2088	Marian Gaborik	gaborma01	2001	2018	F	https://www.hockey-reference.com/players/g/gaborma01.html
1260	2089	Kurtis Gabriel	gabriku01	2016	2019	F	https://www.hockey-reference.com/players/g/gabriku01.html
1261	2091	Link Gaetz	gaetzli01	1989	1992	D	https://www.hockey-reference.com/players/g/gaetzli01.html
1262	2092	Joaquin Gage	gagejo02	1995	2001	G	https://www.hockey-reference.com/players/g/gagejo02.html
1263	2093	Jody Gage	gagejo01	1981	1992	F	https://www.hockey-reference.com/players/g/gagejo01.html
1264	2095	Paul Gagne	gagnepa01	1981	1990	F	https://www.hockey-reference.com/players/g/gagnepa01.html
1265	2097	Simon Gagne	gagnesi01	2000	2015	F	https://www.hockey-reference.com/players/g/gagnesi01.html
1266	2098	Dave Gagner	gagneda01	1985	1999	F	https://www.hockey-reference.com/players/g/gagneda01.html
1267	2099	Sam Gagner	gagnesa01	2008	2020	F	https://www.hockey-reference.com/players/g/gagnesa01.html
1268	2100	Aaron Gagnon	gagnoaa01	2010	2013	F	https://www.hockey-reference.com/players/g/gagnoaa01.html
1269	2101	Dave Gagnon	gagnoda01	1991	1991	G	https://www.hockey-reference.com/players/g/gagnoda01.html
1270	2104	Sean Gagnon	gagnose01	1998	2001	D	https://www.hockey-reference.com/players/g/gagnose01.html
1271	2106	Steve Gainey	gainest01	2001	2006	F	https://www.hockey-reference.com/players/g/gainest01.html
1272	2108	Maxim Galanov	galanma01	1998	2001	D	https://www.hockey-reference.com/players/g/galanma01.html
1273	2111	Alex Galchenyuk	galchal01	2013	2020	F	https://www.hockey-reference.com/players/g/galchal01.html
1274	2112	T.J. Galiardi	galiatj01	2009	2015	F	https://www.hockey-reference.com/players/g/galiatj01.html
1275	2113	Stanislav Galiev	galiest01	2015	2016	F	https://www.hockey-reference.com/players/g/galiest01.html
1276	2114	Brendan Gallagher	gallabr01	2013	2020	F	https://www.hockey-reference.com/players/g/gallabr01.html
1277	2116	Brett Gallant	gallabr02	2014	2014	F	https://www.hockey-reference.com/players/g/gallabr02.html
1278	2117	Gerard Gallant	gallage01	1985	1995	F	https://www.hockey-reference.com/players/g/gallage01.html
1279	2118	Garry Galley	gallega01	1985	2001	D	https://www.hockey-reference.com/players/g/gallega01.html
1280	2121	Simon Gamache	gamacsi01	2003	2008	F	https://www.hockey-reference.com/players/g/gamacsi01.html
1281	2122	Joseph Gambardella	gambajo01	2019	2019	F	https://www.hockey-reference.com/players/g/gambajo01.html
1282	2125	Troy Gamble	gambltr01	1987	1992	G	https://www.hockey-reference.com/players/g/gambltr01.html
1283	2126	Dylan Gambrell	gambrdy01	2018	2020	F	https://www.hockey-reference.com/players/g/gambrdy01.html
1284	2130	Ryan Garbutt	garbury01	2012	2017	F	https://www.hockey-reference.com/players/g/garbury01.html
1285	2132	Bruce Gardiner	gardibr01	1997	2002	F	https://www.hockey-reference.com/players/g/gardibr01.html
1286	2135	Jake Gardiner	gardija01	2012	2020	D	https://www.hockey-reference.com/players/g/gardija01.html
1287	2141	Rhett Gardner	gardnrh01	2020	2020	F	https://www.hockey-reference.com/players/g/gardnrh01.html
1288	2144	Conor Garland	garlaco01	2019	2020	F	https://www.hockey-reference.com/players/g/garlaco01.html
1289	2147	Tyrone Garner	garnety01	1999	1999	G	https://www.hockey-reference.com/players/g/garnety01.html
1290	2148	Michael Garnett	garnemi01	2006	2006	G	https://www.hockey-reference.com/players/g/garnemi01.html
1291	2149	Mathieu Garon	garonma01	2001	2013	G	https://www.hockey-reference.com/players/g/garonma01.html
1292	2150	Johan Garpenlov	garpejo01	1991	2000	F	https://www.hockey-reference.com/players/g/garpejo01.html
1293	2153	Jason Garrison	garrija01	2009	2019	D	https://www.hockey-reference.com/players/g/garrija01.html
1294	2154	Mike Gartner	gartnmi01	1980	1998	F	https://www.hockey-reference.com/players/g/gartnmi01.html
1295	2159	Tyler Gaudet	gaudety01	2015	2017	F	https://www.hockey-reference.com/players/g/gaudety01.html
1296	2160	Adam Gaudette	gaudead01	2018	2020	F	https://www.hockey-reference.com/players/g/gaudead01.html
1297	2161	Frederick Gaudreau	gaudrfr01	2017	2019	F	https://www.hockey-reference.com/players/g/gaudrfr01.html
1298	2162	Johnny Gaudreau	gaudrjo01	2014	2020	F	https://www.hockey-reference.com/players/g/gaudrjo01.html
1299	2163	Rob Gaudreau	gaudrro01	1993	1996	F	https://www.hockey-reference.com/players/g/gaudrro01.html
1300	2166	Mike Gaul	gaulmi01	1999	2001	D	https://www.hockey-reference.com/players/g/gaulmi01.html
1301	2169	Brendan Gaunce	gauncbr01	2016	2020	F	https://www.hockey-reference.com/players/g/gauncbr01.html
1302	2170	Cameron Gaunce	gauncca01	2011	2020	D	https://www.hockey-reference.com/players/g/gauncca01.html
1303	2171	Paul Gaustad	gaustpa01	2003	2016	F	https://www.hockey-reference.com/players/g/gaustpa01.html
1304	2173	Daniel Gauthier	gauthda01	1995	1995	F	https://www.hockey-reference.com/players/g/gauthda01.html
1305	2174	Denis Gauthier	gauthde01	1998	2009	D	https://www.hockey-reference.com/players/g/gauthde01.html
1306	2176	Frederik Gauthier	gauthfr01	2016	2020	F	https://www.hockey-reference.com/players/g/gauthfr01.html
1307	2177	Gabe Gauthier	gauthga01	2007	2008	F	https://www.hockey-reference.com/players/g/gauthga01.html
1308	2179	Julien Gauthier	gauthju01	2020	2020	F	https://www.hockey-reference.com/players/g/gauthju01.html
1309	2180	Luc Gauthier	gauthlu01	1991	1991	D	https://www.hockey-reference.com/players/g/gauthlu01.html
1310	2182	Sean Gauthier	gauthse01	1999	1999	G	https://www.hockey-reference.com/players/g/gauthse01.html
1311	2184	Aaron Gavey	gaveyaa01	1996	2006	F	https://www.hockey-reference.com/players/g/gaveyaa01.html
1312	2185	Stew Gavin	gavinst01	1981	1993	F	https://www.hockey-reference.com/players/g/gavinst01.html
1313	2186	Vladislav Gavrikov	gavrivl01	2020	2020	D	https://www.hockey-reference.com/players/g/gavrivl01.html
1314	2187	Luke Gazdic	gazdilu01	2014	2017	F	https://www.hockey-reference.com/players/g/gazdilu01.html
1315	2190	Morgan Geekie	geekimo01	2020	2020	F	https://www.hockey-reference.com/players/g/geekimo01.html
1316	2192	Eric Gelinas	geliner01	2013	2017	D	https://www.hockey-reference.com/players/g/geliner01.html
1317	2193	Martin Gelinas	gelinma01	1989	2008	F	https://www.hockey-reference.com/players/g/gelinma01.html
1318	2196	Martin Gendron	gendrma01	1995	1998	F	https://www.hockey-reference.com/players/g/gendrma01.html
1319	2197	Chay Genoway	genowch01	2012	2012	D	https://www.hockey-reference.com/players/g/genowch01.html
1320	2199	Blake Geoffrion	geoffbl01	2011	2012	F	https://www.hockey-reference.com/players/g/geoffbl01.html
1321	2201	Alexandar Georgiev	georgal01	2018	2020	G	https://www.hockey-reference.com/players/g/georgal01.html
1322	2204	Nathan Gerbe	gerbena01	2009	2020	F	https://www.hockey-reference.com/players/g/gerbena01.html
1323	2205	Martin Gerber	gerbema01	2003	2011	G	https://www.hockey-reference.com/players/g/gerbema01.html
1324	2207	Carsen Germyn	germyca01	2006	2007	F	https://www.hockey-reference.com/players/g/germyca01.html
1325	2208	Ken Gernander	gernake01	1996	2004	F	https://www.hockey-reference.com/players/g/gernake01.html
1326	2209	Shane Gersich	gersish01	2018	2018	F	https://www.hockey-reference.com/players/g/gersish01.html
1327	2210	Bruno Gervais	gervabr01	2006	2013	D	https://www.hockey-reference.com/players/g/gervabr01.html
1328	2212	Timothy Gettinger	gettiti01	2019	2020	F	https://www.hockey-reference.com/players/g/gettiti01.html
1329	2213	Ryan Getzlaf	getzlry01	2006	2020	F	https://www.hockey-reference.com/players/g/getzlry01.html
1330	2216	Brian Gibbons	gibbobr02	2014	2020	F	https://www.hockey-reference.com/players/g/gibbobr02.html
1331	2218	Christopher Gibson	gibsoch01	2016	2019	G	https://www.hockey-reference.com/players/g/gibsoch01.html
1332	2219	Don Gibson	gibsodo02	1991	1991	D	https://www.hockey-reference.com/players/g/gibsodo02.html
1333	2222	John Gibson	gibsojo02	2014	2020	G	https://www.hockey-reference.com/players/g/gibsojo02.html
1334	2225	Brandon Gignac	gignabr01	2019	2019	F	https://www.hockey-reference.com/players/g/gignabr01.html
1335	2226	Jean-Sebastien Giguere	gigueje01	1997	2014	G	https://www.hockey-reference.com/players/g/gigueje01.html
1336	2227	Dennis Gilbert	gilbede01	2019	2020	D	https://www.hockey-reference.com/players/g/gilbede01.html
1337	2230	Greg Gilbert	gilbegr01	1982	1996	F	https://www.hockey-reference.com/players/g/gilbegr01.html
1338	2233	Tom Gilbert	gilbeto01	2007	2017	D	https://www.hockey-reference.com/players/g/gilbeto01.html
1339	2235	Brent Gilchrist	gilchbr01	1989	2003	F	https://www.hockey-reference.com/players/g/gilchbr01.html
1340	2236	Curt Giles	gilescu01	1980	1993	D	https://www.hockey-reference.com/players/g/gilescu01.html
1341	2237	Randy Gilhen	gilhera01	1983	1996	F	https://www.hockey-reference.com/players/g/gilhera01.html
1342	2239	Hal Gill	gillha01	1998	2014	D	https://www.hockey-reference.com/players/g/gillha01.html
1343	2240	Todd Gill	gillto01	1985	2003	D	https://www.hockey-reference.com/players/g/gillto01.html
1344	2244	Colton Gillies	gillico01	2009	2013	F	https://www.hockey-reference.com/players/g/gillico01.html
1345	2245	Jon Gillies	gillijo01	2017	2018	G	https://www.hockey-reference.com/players/g/gillijo01.html
1346	2246	Trevor Gillies	gillitr01	2006	2012	F	https://www.hockey-reference.com/players/g/gillitr01.html
1347	2249	Paul Gillis	gillipa01	1983	1993	F	https://www.hockey-reference.com/players/g/gillipa01.html
1348	2250	Doug Gilmour	gilmodo01	1984	2003	F	https://www.hockey-reference.com/players/g/gilmodo01.html
1349	2251	John Gilmour	gilmojo01	2018	2020	D	https://www.hockey-reference.com/players/g/gilmojo01.html
1350	2252	Matt Gilroy	gilroma01	2010	2014	D	https://www.hockey-reference.com/players/g/gilroma01.html
1351	2254	Brian Gionta	giontbr01	2002	2018	F	https://www.hockey-reference.com/players/g/giontbr01.html
1352	2255	Stephen Gionta	giontst01	2011	2019	F	https://www.hockey-reference.com/players/g/giontst01.html
1353	2256	Mark Giordano	giordma01	2006	2020	D	https://www.hockey-reference.com/players/g/giordma01.html
1354	2258	Jonathan Girard	girarjo01	1999	2003	D	https://www.hockey-reference.com/players/g/girarjo01.html
1355	2260	Samuel Girard	girarsa01	2018	2020	D	https://www.hockey-reference.com/players/g/girarsa01.html
1356	2261	Dan Girardi	girarda01	2007	2019	D	https://www.hockey-reference.com/players/g/girarda01.html
1357	2262	Zemgus Girgensons	girgeze01	2014	2020	F	https://www.hockey-reference.com/players/g/girgeze01.html
1358	2263	Alexandre Giroux	giroual01	2006	2012	F	https://www.hockey-reference.com/players/g/giroual01.html
1359	2265	Claude Giroux	giroucl01	2008	2020	F	https://www.hockey-reference.com/players/g/giroucl01.html
