	index	player	unique_id	year_start	year_finish	position	link
365	6026	Andrew Raycroft	raycran01	2001	2012	G	https://www.hockey-reference.com/players/r/raycran01.html
366	6038	Daryl Reaugh	reaugda01	1985	1991	G	https://www.hockey-reference.com/players/r/reaugda01.html
367	6046	Pokey Reddick	reddipo01	1987	1994	G	https://www.hockey-reference.com/players/r/reddipo01.html
368	6059	Jeff Reese	reeseje01	1988	1999	G	https://www.hockey-reference.com/players/r/reeseje01.html
369	6082	James Reimer	reimeja01	2011	2020	G	https://www.hockey-reference.com/players/r/reimeja01.html
370	6105	Damian Rhodes	rhodeda01	1991	2002	G	https://www.hockey-reference.com/players/r/rhodeda01.html
371	6135	Mike Richter	richtmi01	1990	2003	G	https://www.hockey-reference.com/players/r/richtmi01.html
372	6140	Vincent Riendeau	riendvi01	1988	1995	G	https://www.hockey-reference.com/players/r/riendvi01.html
373	6150	Pekka Rinne	rinnepe01	2006	2020	G	https://www.hockey-reference.com/players/r/rinnepe01.html
374	6168	David Rittich	rittida01	2017	2020	G	https://www.hockey-reference.com/players/r/rittida01.html
375	6242	Dwayne Roloson	rolosdw01	1997	2012	G	https://www.hockey-reference.com/players/r/rolosdw01.html
376	6246	Roberto Romano	romanro01	1983	1994	G	https://www.hockey-reference.com/players/r/romanro01.html
377	6261	Mike Rosati	rosatmi01	1999	1999	G	https://www.hockey-reference.com/players/r/rosatmi01.html
378	6282	Dominic Roussel	roussdo01	1992	2001	G	https://www.hockey-reference.com/players/r/roussdo01.html
379	6296	Patrick Roy	roypa01	1985	2003	G	https://www.hockey-reference.com/players/r/roypa01.html
380	6307	Cody Rudkowsky	rudkoco01	2003	2003	G	https://www.hockey-reference.com/players/r/rudkoco01.html
381	6350	Jussi Rynnas	rynnaju01	2012	2015	G	https://www.hockey-reference.com/players/r/rynnaju01.html
382	6358	Dany Sabourin	sabouda01	2004	2009	G	https://www.hockey-reference.com/players/s/sabouda01.html
383	6368	Alexander Salak	salakal01	2010	2010	G	https://www.hockey-reference.com/players/s/salakal01.html
384	6376	Tommy Salo	saloto01	1995	2004	G	https://www.hockey-reference.com/players/s/saloto01.html
385	6384	Ilya Samsonov	samsoil01	2020	2020	G	https://www.hockey-reference.com/players/s/samsoil01.html
386	6402	Curtis Sanford	sanfocu01	2003	2012	G	https://www.hockey-reference.com/players/s/sanfocu01.html
387	6414	Geoff Sarjeant	sarjege01	1995	1996	G	https://www.hockey-reference.com/players/s/sarjege01.html
388	6417	Juuse Saros	sarosju01	2016	2020	G	https://www.hockey-reference.com/players/s/sarosju01.html
389	6422	Harri Sateri	saterha01	2018	2018	G	https://www.hockey-reference.com/players/s/saterha01.html
390	6433	Philippe Sauve	sauveph01	2004	2007	G	https://www.hockey-reference.com/players/s/sauveph01.html
391	6457	Nolan Schaefer	schaeno01	2006	2006	G	https://www.hockey-reference.com/players/s/schaeno01.html
392	6460	Paxton Schafer	schafpa01	1997	1997	G	https://www.hockey-reference.com/players/s/schafpa01.html
393	6490	Cory Schneider	schneco01	2009	2020	G	https://www.hockey-reference.com/players/s/schneco01.html
394	6511	Corey Schwab	schwaco01	1996	2004	G	https://www.hockey-reference.com/players/s/schwaco01.html
395	6513	Marek Schwarz	schwama01	2007	2009	G	https://www.hockey-reference.com/players/s/schwama01.html
396	6520	Ron Scott	scottro01	1984	1990	G	https://www.hockey-reference.com/players/s/scottro01.html
397	6521	Travis Scott	scotttr01	2001	2001	G	https://www.hockey-reference.com/players/s/scotttr01.html
398	6524	Ben Scrivens	scrivbe01	2012	2016	G	https://www.hockey-reference.com/players/s/scrivbe01.html
399	6565	Gilles Senn	senngi01	2020	2020	G	https://www.hockey-reference.com/players/s/senngi01.html
400	6603	Scott Sharples	sharpsc01	1992	1992	G	https://www.hockey-reference.com/players/s/sharpsc01.html
401	6633	Igor Shesterkin	shestig01	2020	2020	G	https://www.hockey-reference.com/players/s/shestig01.html
402	6638	Steve Shields	shielst01	1996	2006	G	https://www.hockey-reference.com/players/s/shielst01.html
403	6656	Mikhail Shtalenkov	shtalmi01	1994	2000	G	https://www.hockey-reference.com/players/s/shtalmi01.html
404	6660	Richard Shulmistra	shulmri01	1998	2000	G	https://www.hockey-reference.com/players/s/shulmri01.html
405	6663	Peter Sidorkiewicz	sidorpe01	1988	1998	G	https://www.hockey-reference.com/players/s/sidorpe01.html
406	6670	Jordan Sigalet	sigaljo01	2006	2006	G	https://www.hockey-reference.com/players/s/sigaljo01.html
407	6702	Kent Simpson	simpske01	2014	2014	G	https://www.hockey-reference.com/players/s/simpske01.html
408	6721	Mackenzie Skapski	skapsma01	2015	2015	G	https://www.hockey-reference.com/players/s/skapsma01.html
409	6741	Peter Skudra	skudrpe01	1998	2003	G	https://www.hockey-reference.com/players/s/skudrpe01.html
410	6804	Jeremy Smith	smithje02	2017	2017	G	https://www.hockey-reference.com/players/s/smithje02.html
411	6807	Mike Smith	smithmi01	2007	2020	G	https://www.hockey-reference.com/players/s/smithmi01.html
412	6849	Garth Snow	snowga01	1994	2006	G	https://www.hockey-reference.com/players/s/snowga01.html
413	6857	Tommy Soderstrom	soderto01	1993	1997	G	https://www.hockey-reference.com/players/s/soderto01.html
414	6874	Christian Soucy	soucych01	1994	1994	G	https://www.hockey-reference.com/players/s/soucych01.html
415	6879	Garret Sparks	sparkga01	2016	2020	G	https://www.hockey-reference.com/players/s/sparkga01.html
416	6909	Sam St. Laurent	stlausa01	1986	1990	G	https://www.hockey-reference.com/players/s/stlausa01.html
417	6927	Alex Stalock	staloal01	2011	2020	G	https://www.hockey-reference.com/players/s/staloal01.html
418	6930	Rastislav Stana	stanara01	2004	2004	G	https://www.hockey-reference.com/players/s/stanara01.html
419	6957	Robb Stauber	staubro01	1990	1995	G	https://www.hockey-reference.com/players/s/staubro01.html
420	6966	Greg Stefan	stefagr01	1982	1990	G	https://www.hockey-reference.com/players/s/stefagr01.html
421	6976	Tobias Stephan	stephto01	2008	2009	G	https://www.hockey-reference.com/players/s/stephto01.html
422	7025	Anthony Stolarz	stolaan01	2017	2020	G	https://www.hockey-reference.com/players/s/stolaan01.html
423	7035	Jamie Storr	storrja01	1995	2004	G	https://www.hockey-reference.com/players/s/storrja01.html
424	7072	Malcolm Subban	subbama01	2015	2020	G	https://www.hockey-reference.com/players/s/subbama01.html
425	7128	Niklas Svedberg	svedbni01	2014	2015	G	https://www.hockey-reference.com/players/s/svedbni01.html
426	7159	Rick Tabaracci	tabarri01	1989	2000	G	https://www.hockey-reference.com/players/t/tabarri01.html
427	7163	Kari Takko	takkoka01	1986	1991	G	https://www.hockey-reference.com/players/t/takkoka01.html
428	7166	Cam Talbot	talboca01	2014	2020	G	https://www.hockey-reference.com/players/t/talboca01.html
429	7170	Robbie Tallas	tallaro01	1996	2001	G	https://www.hockey-reference.com/players/t/tallaro01.html
430	7184	John Tanner	tannejo01	1990	1992	G	https://www.hockey-reference.com/players/t/tannejo01.html
431	7193	Iiro Tarkki	tarkkii01	2012	2012	G	https://www.hockey-reference.com/players/t/tarkkii01.html
432	7207	Daniel Taylor	tayloda02	2008	2018	G	https://www.hockey-reference.com/players/t/tayloda02.html
433	7219	Mikael Tellqvist	tellqmi01	2003	2009	G	https://www.hockey-reference.com/players/t/tellqmi01.html
434	7227	Chris Terreri	terrech01	1987	2001	G	https://www.hockey-reference.com/players/t/terrech01.html
435	7243	Jose Theodore	theodjo01	1996	2013	G	https://www.hockey-reference.com/players/t/theodjo01.html
436	7248	Jocelyn Thibault	thibajo01	1994	2008	G	https://www.hockey-reference.com/players/t/thibajo01.html
437	7250	Brad Thiessen	thiesbr01	2012	2012	G	https://www.hockey-reference.com/players/t/thiesbr01.html
438	7258	Tim Thomas	thomati01	2003	2014	G	https://www.hockey-reference.com/players/t/thomati01.html
439	7326	Hannu Toivonen	toivoha01	2006	2008	G	https://www.hockey-reference.com/players/t/toivoha01.html
440	7327	Dustin Tokarski	tokardu01	2010	2017	G	https://www.hockey-reference.com/players/t/tokardu01.html
441	7346	Mike Torchia	torchmi01	1995	1995	G	https://www.hockey-reference.com/players/t/torchmi01.html
442	7347	Josh Tordjman	tordjjo01	2009	2009	G	https://www.hockey-reference.com/players/t/tordjjo01.html
443	7352	Vesa Toskala	toskave01	2002	2010	G	https://www.hockey-reference.com/players/t/toskave01.html
444	7364	Andrei Trefilov	trefian01	1993	1999	G	https://www.hockey-reference.com/players/t/trefian01.html
445	7375	Niklas Treutle	treutni01	2016	2016	G	https://www.hockey-reference.com/players/t/treutni01.html
446	7404	Ron Tugnutt	tugnuro01	1988	2004	G	https://www.hockey-reference.com/players/t/tugnuro01.html
447	7407	Marty Turco	turcoma01	2001	2012	G	https://www.hockey-reference.com/players/t/turcoma01.html
448	7410	Roman Turek	turekro01	1997	2004	G	https://www.hockey-reference.com/players/t/turekro01.html
449	7440	Linus Ullmark	ullmali01	2016	2020	G	https://www.hockey-reference.com/players/u/ullmali01.html
450	7445	Matt Underhill	underma01	2004	2004	G	https://www.hockey-reference.com/players/u/underma01.html
451	7465	Steve Valiquette	valiqst01	2000	2010	G	https://www.hockey-reference.com/players/v/valiqst01.html
452	7481	John Vanbiesbrouck	vanbijo01	1982	2002	G	https://www.hockey-reference.com/players/v/vanbijo01.html
453	7489	Semyon Varlamov	varlasi01	2009	2020	G	https://www.hockey-reference.com/players/v/varlasi01.html
454	7495	Andrei Vasilevskiy	vasilan02	2015	2020	G	https://www.hockey-reference.com/players/v/vasilan02.html
455	7524	Mike Vernon	vernomi01	1983	2002	G	https://www.hockey-reference.com/players/v/vernomi01.html
456	7553	Mark Visentin	visenma01	2014	2014	G	https://www.hockey-reference.com/players/v/visenma01.html
457	7564	Tomas Vokoun	vokouto01	1997	2013	G	https://www.hockey-reference.com/players/v/vokouto01.html
458	7597	Jimmy Waite	waiteji01	1989	1999	G	https://www.hockey-reference.com/players/w/waiteji01.html
459	7598	Darcy Wakaluk	wakalda01	1989	1997	G	https://www.hockey-reference.com/players/w/wakalda01.html
460	7610	Michael Wall	wallmi01	2007	2007	G	https://www.hockey-reference.com/players/w/wallmi01.html
461	7627	Rick Wamsley	wamslri01	1981	1993	G	https://www.hockey-reference.com/players/w/wamslri01.html
462	7632	Cam Ward	wardca01	2006	2019	G	https://www.hockey-reference.com/players/w/wardca01.html
463	7679	Scott Wedgewood	wedgesc01	2016	2018	G	https://www.hockey-reference.com/players/w/wedgesc01.html
464	7682	Kevin Weekes	weekeke01	1998	2009	G	https://www.hockey-reference.com/players/w/weekeke01.html
465	7683	Steve Weeks	weeksst01	1981	1993	G	https://www.hockey-reference.com/players/w/weeksst01.html
466	7686	Tyler Weiman	weimaty01	2008	2008	G	https://www.hockey-reference.com/players/w/weimaty01.html
467	7708	Adam Werner	wernead01	2020	2020	G	https://www.hockey-reference.com/players/w/wernead01.html
468	7744	Kay Whitmore	whitmka01	1989	2002	G	https://www.hockey-reference.com/players/w/whitmka01.html
469	7759	Adam Wilcox	wilcoad01	2018	2018	G	https://www.hockey-reference.com/players/w/wilcoad01.html
470	7767	Derek Wilkinson	wilkide01	1996	1999	G	https://www.hockey-reference.com/players/w/wilkide01.html
471	7771	Roman Will	willro01	2016	2016	G	https://www.hockey-reference.com/players/w/willro01.html
472	7786	Jordan Willis	willijo01	1996	1996	G	https://www.hockey-reference.com/players/w/willijo01.html
473	7867	Ken Wregget	wreggke01	1984	2000	G	https://www.hockey-reference.com/players/w/wreggke01.html
474	7896	Matthew Yeats	yeatsma01	2004	2004	G	https://www.hockey-reference.com/players/y/yeatsma01.html
475	7900	Vitali Yeremeyev	yeremvi01	2001	2001	G	https://www.hockey-reference.com/players/y/yeremvi01.html
476	7904	Allen York	yorkal01	2012	2012	G	https://www.hockey-reference.com/players/y/yorkal01.html
477	7917	Wendell Young	youngwe01	1986	1995	G	https://www.hockey-reference.com/players/y/youngwe01.html
478	7923	Matt Zaba	zabama01	2010	2010	G	https://www.hockey-reference.com/players/z/zabama01.html
479	7941	Jeff Zatkoff	zatkoje01	2014	2017	G	https://www.hockey-reference.com/players/z/zatkoje01.html
480	7952	Rob Zepp	zeppro01	2015	2015	G	https://www.hockey-reference.com/players/z/zeppro01.html
